label,q,a
0,썸 깨지고,당당하게 지내세요.
0,썸 깬 거 후회해.,감정에 확신이 있다면 연락해보세요.
0,썸 깰 때 어떻게 해?,고백이 답이죠.
0,썸 끝나고 잡아도 될까,사랑은 언제든 다시 시작해도 됩니다.
0,썸 끝난 건가,섣부르게 판단하지 말고 연락해보세요.
0,썸 끝난거지?,안 사귀면 끝이죠.
0,썸 끝내고 싶어,호감을 표시해보세요.
0,썸 끝내고 싶지 않아.,간절한 마음이 그 분에게도 전해질 거예요.
0,썸 끝내는게 맞을까?,혹시 마음이 정리 됐나요? 그런게 아니라면 아직 끝내긴 아까워요. 용기를 내봐요.
0,썸 끝내야 할까?,혹시 마음이 정리 됐나요? 그런게 아니라면 아직 끝내긴 아까워요. 용기를 내봐요.
0,썸 끝냈는데 너무 힘들어.,좋아하는 마음이 생각보다 컸나봐요.
0,썸 너무 들이댔나,의사는 표현하되 상대에게 부담되지 않는 선이 좋아요.
0,썸 두달 넘었는데,너무 길지 않나요.
0,썸 맞는거임?,말해보세요. 생각해 볼게요.
0,썸 맞는지 궁금,계속 연락하고 만나자고 해야 썸인 듯합니다.
0,썸 사이에서 원래 질투유발하고 그래?,하기도 하죠.
0,썸 시작인 거 같은데 사귀고 싶어,좋아하는 감정을 확인해보세요.
0,썸 어떻게 타?,일단 연락처를 주고 받고 부담스럽지 않는 선에서 친해지는게 좋아요.
0,썸 여러명이랑 타는 것도 바람 피는 거야?,바람 피우는 건 아닌데 이미지가 안 좋아질 거 같아요.
0,썸 오래타는 건 재보는 거 아냐?,끄는 건 별로겠죠.
0,썸 오래타면 오래 못 사겨?,썸 기간이랑 사귀는 기간은 케이스 바이 케이스입니다.
0,썸 왜 끝났지,관계에 진전이 없거나 밀당인듯합니다.
0,썸 정리 어떤 식으로 해야 할까,연락을 줄이고 안하는 거겠죠.
0,썸 정리하고 싶으면,좋으면 좋아한다고 말해보세요.
0,썸 중에 고백 언제가 적절해?,사람 마다 다르지 않을까요? 본인의 선택을 믿으세요.
0,썸 중에는 선톡이 중요?,먼저 연락해보세요.
0,썸 지났는데 고백 안하면?,고백 안 하고 사귀기도 하니 직접적으로 물어보는 것이 좋을 듯합니다.
0,썸 타고 싶다. 연애 말고.,사귀기 전에 두근거림을 좋아하나 봐요.
0,썸 타고 싶어,먼저 다가가 보세요.
0,썸 타고 있는데 연락 끊겼어. 먼저 해도 돼?,미련이 남으면 해봐도 돼요.
0,썸 타고 있는데 주변에 말해?,굳이 말할 필요는 없는 거 같아요.
0,썸 타고 있는데 카톡 차단 당함,강제 정리 당한 거 같아요.
0,썸 타기 좋은 알바 뭐있음?,함께 돕는 알바를 찾아보세요.
0,썸 타기 좋은 알바 추천 좀.,영화관이나 커피숍 추천해요.
0,썸 타긴 하는데 어색한 사이야. 톡 어떻게 계속 이어가?,아직 어색해서 그런거지 친해지면 자연스러워질거예요.
0,썸 타는 거 때문에 친구들이 놀려,당당하게 나가세요.
0,썸 타는 거 시간 아까워.,얼른 고백해야죠.
0,썸 타는 거 좋아해?,썸 탈 사람 없어서 못 타요.
0,썸 타는 거 티내고 싶진 않아.,누구에게요?
0,썸 타는 것 같은데 조언해줘.,어떤 조언이 필요한가요? 생각해 볼게요.
0,썸 타는 것도 귀찮아.,그냥 사귀세요.
0,썸 타는 계절이 왔나 봄.,썸 타기 좋은 계절이에요.
0,썸 타는 기간,정해져 있지는 않지만 발전된 관계가 좋겠죠.
0,썸 타는 기간,한달 안쪽? 너무 길면 힘드니까요.
0,썸 타는 남자애가 연락 오는 꿈 뭘까,은연 중에 연락을 기다리고 있었나봐요.
0,썸 타는 노래 듣는 중인데 좋아.,썸 탈 때 듣기 딱이죠.
0,썸 타는 법 좀,일단 연락처를 주고 받고 부담스럽지 않는 선에서 친해지는게 좋아요.
0,썸 타는 사람 만나기로 했는데 뭐 입어?,어느 것이든 자신이 좋아하고 어울리는 옷이 좋아요.
0,썸 타는 사람 보고싶어.,연락해보세요.
0,썸 타는 사람 생선 준비 오바임?,서로에게 부담 없는 작은 선물이 좋아요.
0,썸 타는 사람 생일이야. 선물 사야 해?,서로에게 부담 없는 작은 선물이 좋아요.
0,썸 타는 사람 선물 뭐 사야 해?,그 분이 평소 좋아한다고 했던 것을 잘 생각해 보세요.
0,썸 타는 사람 선물로 향수 어때?,원하는 향 알면 좋을 거 같아요.
0,썸 타는 사람 이름 뭐라고 저장할까?,저는 '설레'라고 저장할래요.
0,썸 타는 사람 있는데 망설여지는데,어떤 부분이 망설여지는지 말씀해보세요.
0,썸 타는 사람 있는데 불안해.,사귀기 전에는 다 불안해요.
0,썸 타는 사람이 나오는 야한 꿈 꿨어.,어머 벌써 그런 생각을 하셨군요.
0,썸 타는 사람이 내 프사 보고 귀엽대.,칭찬은 언제든 듣기 좋죠.
0,썸 타는 사람이 셀카 보내는 건 뭐야?,봐달라는 거겠죠.
0,썸 타는 사람이랑 밥 먹기로 함,즐거운 데이트 하길 바랄게요.
0,썸 타는 사람한테 영통 걸까?,영통 걸어도 되는지 물어보고 걸어보세요.
0,썸 타는 사람한테 영화 보자고 할까?,당장 연락해보세요.
0,썸 타는 사이가 이렇게 편해도 되나?,너무 편한 거 같다고 말해보세요.
0,썸 타는 사이에 배낭여행 가능?,사귀고 가는 게 좋을 거 같아요.
0,썸 타는 사이에 얼마나 간섭 가능?,사귀고 나서 간섭 가능합니다.
0,썸 타는 사이인데 너무 간섭이 심해.,사귀면 더 하겠네요.
0,썸 타는 사이인데 일부러 늦게 답장 해도 돼?,밀당을 하고 싶으시군요.
0,썸 타는 사이인데 카톡하다가 마무리 어떻게 해?,"잘자요', '내일도 보고싶어요' 라고 하는 건 어떨까요?"
0,썸 타는 시간,사람마다 다르겠지요.
0,썸 타는 애한테 사귀자고 해도 됨?,말해보세요.
0,썸 타는 여자 만나기로 했는데 편하게 입어도 됨?,편한 옷차림도 괜찮지만 어느 정도 격식은 차리는 게 좋아요.
0,썸 타는 여자가 남사친 만나러 간다는데 뭐라 해?,우리가 아직 사귀는 사이가 아닌데 별로 기분은 안 좋은 거 같다고 말해봐요.
0,썸 타는 여자가 있는데,부럽네요!
0,썸 타는 여자애 상메 궁금해.,한번 봐봐요.
0,썸 타는 여자애 프사에 남자 누굴까.,사진 검색 해봐요.
0,썸 타는 여자애가 연락 오는 꿈 뭐지?,은연 중에 연락을 기다리고 있었나봐요.
0,썸 타는 여자애한테 벚꽃 보러 가자고 해도 돼?,벚꽃 놀이 좋죠!
0,썸 타는 줄 알았는데 짝사랑이었네.,슬픈 상황이네요.
0,썸 타는 중에 데이트 비용은 누가?,각자 내는 게 깔끔하죠.
0,썸 타는 중인데 권태기가 온 듯,만나서 극복하세요.
0,썸 타는 중인데 나 말고 다른 사람하고도 썸타는 것 같아.,좋은 사람이 아닌 것 같아요. 입장을 분명히 하는 것 좋아요.
0,썸 타는 중인데 난 직장인이고 얘는 학생이야.,만남에 무슨 문제가 있었나요?
0,썸 타는 중인데 난 학생이고 그 사람은 직장인이야.,만남에 무슨 문제가 있었나요?
0,썸 타는 중인데 너무 인기 많아서 빼앗길까봐 걱정됨.,그러면 얼른 쟁취하세요.
0,썸 타는 중인데 다른 사람과 연락 자제해야 해?,잘되고싶다면 자제하는 것도 한 방법이겠죠.
0,썸 타는 중인데 바빠서 연락 제대로 못하는데 이해해야겠지.,좋아하는 마음이라면 이해해보세요.
0,썸 타는 중인데 안 설레.,좋아하는 감정에는 다양한 방식이 있어요. 차분히 생각해 보는건 어떨까요?
0,썸 타는데 고민 있어.,말해보세요. 생각해 볼게요.
0,썸 타는데 맨날 늦어,기본적인 시간 약속을 우습게 여기는 사람은 만나지 않는 게 좋을 거 같아요.
0,썸 타는데 머리 아파 신경쓰여.,신경 쓰이겠어요. 기분 전환 하고 오세요.
0,썸 타는데 사랑하다고 말할 수 있음?,좋아함을 점프했네요.
0,썸 타는데 어디 가자고 할까?,가고 싶은 곳이 있는지 연락해 보세요.
0,썸 타는데 원래 이렇게 적극적이야?,사람마다 차이가 있어요.
0,썸 타는데 적극적으로 해도 됨?,사람마다 정도는 다르지만 정확하게 의사 표현하는 것이 중요해요.
0,썸 타는데 현타 와.,썸만 타는데 왜 현타가 오는지 모르겠네요.
0,썸 타니까 연락에 집착하게 돼.,자연스러운 현상이에요.
0,썸 타다 고백할 시기?,썸은 짧은 게 좋습니다.
0,썸 타다 깨졌는데 다시 연락해도 되나.,감정에 확신이 있다면 연락해보세요.
0,썸 타다 깨진 애 있는데 다시 연락해볼까?,감정에 확신이 있다면 연락해보세요.
0,썸 타다 늙어 죽을 듯,속 타 죽기 전에 표현해보세요.
0,썸 타다 지쳤어,지친 거 티내보세요.
0,썸 타다가 고백하고 차였는데 연락해도 될까,상대방이 부담스럽지 않을까요?
0,썸 타다가 막상 사귀려고 하면 싫어.,연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
0,썸 타다가 말도 안하고 잠수 타는 경우 뭐야?,썸이 흐지부지 끝난 거 같아요.
0,썸 타다가 이제 안 볼 거면 걍 잠수 타? 만나서 말해?,애매함이 좋은지 생각해보세요.
0,썸 타던 남자가 답장이 안와,썸 중인데 매너가 없네요.
0,썸 타던 사이인데 부담 돼. 연락 무시해도 될까?,부담되면 마음이 가지 않는 거니 정리도 필요하겠네요.
0,썸 타던 사인데 잠수타는 거 뭐야?,바쁘거나 썸이 끝났거나겠죠.
0,썸 타던 선배가 연락을 안해,바쁘거나 다른 사람이 생겼을지도 모르겠어요.
0,썸 타던 여자애가 자기랑 무슨 관계냐고 함.,상대방을 헷갈리게 하는건 좋지 않아요. 본인의 솔직한 생각을 말해보세요.
0,썸 탈 때 꽃 선물 부담스러워 할까,꽃을 마다할 사람은 없어요.
0,썸 탈 때 단답이나 줄임말 쓰지마?,아무래도 장답이나 설명이 좋겠죠.
0,썸 탈 때 더 잘해주는 건 뭐임,긴장감이 줄어서 그럴 수도 있을 거 같아요.
0,썸 탈 때 말투,평소 말투가 좋을 거 같아요.
0,썸 탈 때 무슨 말하지,요즘 상영하는 영화나 맛집부터 시작해보는 것도 좋을 듯합니다.
0,썸 탈 때 뽀뽀 괜찮아?,사람마다 다르겠지만 사귀고 난 후가 좋겠어요.
0,썸 탈 때 어디가?,가고 싶은 곳이 있는지 연락해 보세요.
0,썸 탈 때 연락문제로 속상한 적 있어?,썸 탈 때는 특히 속상한 것 같아요. 내 맘 같지 않고 아직 내 사람이 아니니까요. 그래도 그 순간을 즐겨보는 건 어떨까요?
0,썸 탈 때 예민한 부분 말해?,알아가는 단계니 디테일한 건 말 안해도 돼요.
0,썸 탈 때 진도,사람마다 다르겠지만 사귀고 난 후가 좋겠어요.
0,썸 탈 때가 그리워.,썸에 익숙해졌나봐요.
0,썸 탈 때는 설렜는데 사귀면 마음이 식을까?,아니에요. 서로 마음을 확인하며 잘해주면 돼요. 대화를 통해 꾸준히 감정을 나누세요.
0,썸 탈 때는 좋은데 연애하면 정이 뚝 떨어져. 왜그래?,사귀기 전의 과정만 즐기나봐요.
0,썸 탈 때도 조건 보면 이상해?,조건 볼 수도 있죠.
0,썸 탈 떄 남자가 좀 더 쓰는게 맞아?,누가 내든 상관 없어요.
0,썸 탈출하고 싶어.,썸 타는 기간이 길었나봐요. 지쳤나요?
0,썸 탔던 애 친구해도 되나,소극적으로 표현했다면 친구해도 좋을 것 같습니다.
0,썸 탔던 애한테 연락왔어,사랑은 타이밍입니다.
0,썸 확인법,적극적으로 표현해 봐야 알 수 있을 거예요.
0,썸과 연인 사이,이제 선택할 상황이네요.
0,썸끝인가요,다시 연락해보세요.
0,썸남 꿈 꿨어.,그분 생각을 많이 했나 봐요. 곧 좋은 소식이 들리려고 하는 것 아닐까요?
0,썸남 만나기로 했는데 뭐 입어?,어느 것이든 자신이 좋아하고 어울리는 옷이 좋아요.
0,썸남 만나기로 했는데 치마? 바지?,어느 것이든 자신이 좋아하고 어울리는 옷이 좋아요.
0,썸남 만나러 갈지 말지 고민 돼.,많이 만나면 만날 수록 좋죠.
0,썸남 목소리 듣고 싶어.,지금 전화해보세요.
0,썸남 발렌타인 선물 뭐가 좋을까?,부담스럽지 않은 선이 좋겠어요.
0,썸남 빼빼로 줘야 함?,좋아하는 사람이 준다면 좋아할 거예요.
0,썸남 생겼는데 너무 조급해.,좋아하나봐요.
0,썸남 생겼는데 프사 뭐할까?,큰 의미를 두지 않아도 돼요.
0,썸남 생일 때 편지 줘도 될까,진심어린 손편지는 누구나 좋아하죠.
0,썸남 인스타 좋아요 눌러버렸어.,좋아요 정도는 괜찮아요.
0,썸남 있는데 완전 스윗함.,녹아내리겠네요.
0,썸남 졸업하는데 가도 되나?,상대에게 정확히 물어보는게 좋아요.
0,썸남 졸업하는데 선물 뭐가 괜찮아?,서로에게 부담 없는 선물이 좋아요.
0,썸남 초콜릿 줘야 해?,좋아하는 사람이 준다면 좋아할 거예요.
0,썸남 태도가 맘에 안들어,고칠 수 있는지 생각해보세요.
0,썸남도 내 생각할까?,연락해 보는게 어떨까요?
0,썸남의 계속되는 약속 취소.,괘씸하니 약속잡고 취소 한번 하세요.
0,썸남이 같이 운동하자는데 가능?,따로 신경쓰이는 부분이 없다면 가능합니다.
0,썸남이 그냥 오빠 동생으로 지내자고 함.,썸 종료네요.
0,썸남이 나한테 무관심한 것 같아.,만남에 무슨 문제가 있었나요?
0,썸남이 너무 진지해서 부담 돼.,부담된다면 조심스레 말해 보세요.
0,썸남이 넘 좋아서 절제가 안돼.,자연스러운 현상이에요.
0,썸남이 데리러 온다고 하는데 뭐라고 반응해?,데리러 와주면 고맙다고 반응해봐요.
0,썸남이 둔한듯,좋으면 먼저 고백해보세요.
0,썸남이 술 취한 상태로 고백함. 기억할까?,기억하냐고 물어보세요.
0,썸남이 약속 자꾸 미루는데 내가 싫은걸까?,어쩔 수 없는 상황인지 물어보세요.
0,썸남이 여사친 만나러 간대.,우리가 아직 사귀는 사이가 아닌데 별로 기분은 안 좋은 거 같다고 말해봐요.
0,썸남이 연락이 안돼,연락이 중요한 시기인데요.
0,썸남이 연애가 다 짧은게 맘에 걸려.,당신과 긴 연애하면 되죠.
0,썸남이 오디션 나간대,응원해주세요.
0,썸남이 짝남 됐어요. 위로해 주세요.,맘고생 많았어요.
0,썸남이 춥다고 옷 잠궈주는데 설레.,다정한 사람이네요.
0,썸남이 카톡에서 하트 붙였어!,보통 남자들은 아무 여자에게나 하트를 붙여서 말하지 않아요.
0,썸남이 톡이 느려,저처럼 연락이 늦는 사람을 이해해 주세요.
0,썸남이랑 1박 2일로 펜셥 잡고 놀러가는데 고백 없으면 끝?,고백을 안하고 사귀는 경우도 있지만 정확하게 물어보는게 좋아요. 먼저 얘기를 끄내보세요.
0,썸남이랑 궁합,사귀고 나서 해봐도 늦지 않아요.
0,썸남이랑 꽁냥거리는데 설레.,부러워요. 자연스러운 현상이에요.
0,썸남이랑 끝인 것 같아. 촉이 와.,슬픈 촉이네요.
0,썸남이랑 뭐하지,좋아하는 게 뭔지 알아보세요.
0,썸남이랑 밥 먹기로 했는데 뭐 먹자고 하지?,어떤 음식을 좋아하는지 물어보고 맛집을 찾아봐요. 그래도 이왕이면 맛있고 분위기 좋은 곳이 좋겠죠?
0,썸남이랑 벚꽃 놀이 가고 싶어.,벚꽃 놀이 가자고 연락해 보세요.
0,썸남이랑 여행가도 돼?,사귀고 나서 가도 늦지 않아요.
0,썸남이랑 영화 뭐 보지,최신 영화 추천해드립니다.
0,썸남이랑 헬스장에서 운동 가능?,따로 신경쓰이는 부분이 없다면 가능합니다.
0,썸남인데 넘 귀여워. 어쩌지?,부러워요. 좋은 관계를 유지하세요.
0,썸남인데 모텔 가자고 함. 어떻게 거절해?,본인의 의사를 분명히 표현하는 것이 중요해요.
0,썸남인줄 알았는데 짝남이었나봐.,애석하네요.
0,썸남한테 같이 카공하자고 할까?,카공 좋죠!
0,썸남한테 같이 카페에서 공부하자고 할까?,카공 좋죠!
0,썸남한테 먼저 연락해도 될까?,그럼요. 연락해보세요.
0,썸남한테 뭐라고 카톡하지,그냥 뭐하냐고 물어보세요.
0,썸남한테 빼빼로 줄까?,표현하는 게 좋겠죠.
0,썸남한테 소개팅 나가라고 해볼까?,상대방을 헷갈리게 하는건 좋지 않아요.
0,썸남한테 소개팅 나간다고 해볼까?,상대방을 헷갈리게 하는건 좋지 않아요.
0,썸남한테 영화 보자고 해볼까?,영화는 데이트의 기본이죠.
0,썸남한테 책 같이 읽자고 할까?,도서관 데이트나 서점 데이트 좋을 거 같아요.
0,썸남한테 책 선물해도 괜찮을까?,기억에 남을 거 같아요.
0,썸남한테 크리스마스 선물 오바?,작은 선물은 서로에게 부담을 줄여줄 거예요.
0,썸남한테 표현 못하겠어. 어떻게 해?,그럴 수 있어요. 자연스럽게 대화를 먼저 이어나가는 건 어떨까요?
0,썸녀 꿈 꿨어.,그분 생각을 많이 했나 봐요. 곧 좋은 소식이 들리려고 하는 것 아닐까요?
0,썸녀 만나는데 뭐 입지?,편한 옷차림도 괜찮지만 어느 정도 격식은 차리는 게 좋아요.
0,썸녀 웃기는 방법 좀,그대의 얼굴이면 될 거 같아요.
0,썸녀 주변에 남자가 많아,신경 쓰이겠네요.
0,썸녀 태도가 짜증남,고칠 수 있는지 생각해보세요.
0,썸녀 화이트데이 선물 뭐가 좋을까?,부담스럽지 않은 선이 좋겠어요.
0,썸녀가 그냥 오빠 동생으로 지내자 했음.,썸 종료네요.
0,썸녀가 약속 시간을 안 지킴.,시간 약속이 생명인데요.
0,썸녀가 오디션 붙었대,축하해주세요.
0,썸녀가 짝녀 됐습니다.,제가 위로해 드릴게요.
0,썸녀랑 거의 사귀는 수준인데 꼭 고백해야해?,고백을 안하고 사귀는 경우도 있지만 정확하게 관계를 정의 짓는게 좋아요.
0,썸녀랑 밥 먹는데 어디가지?,어떤 음식을 좋아하는지 물어보고 맛집을 찾아봐요. 그래도 이왕이면 맛있고 분위기 좋은 곳이 좋겠죠?
0,썸녀랑 어떤 대화를 해야 해?,공통점 찾기가 좋겠죠.
0,썸녀한테 미련 남아,깨끗이 잊든 용기내든 실행에 옮겨 보세요.
0,썸녀한테 여행가자고 해도 됨?,사귀고 나서 가도 돼요.
0,썸녀한테 크리스마스 선물 오바인 부분?,마음을 표현하는 건 나쁘지 않아요.
0,썸도 문화차이가 있나,사람 마다 다르겠지요.
0,썸도 후폭풍 옴?,그럴 수 있어요.
0,썸만 타고 싶어,썸도 좋지요.
0,썸만 타고 싶어. 사귀는 건 걱정돼.,연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
0,썸말고 사귀고 싶어,서로 마음이 확실히 있는 거면 적극적으로 표현해도 될 것 같아요.
0,썸에도 유통기한이 있어?,관계의 정도에 따라 다르겠지만 너무 길면 안좋지 않을까요?
0,썸에서 발전하고 싶어,사귀자고 고백하고 좋아한다는 느낌이 들게 더 잘해줘봐요.
0,썸에서 연애로 넘어갔어요,행복하세요.
0,썸에서 연애로 못넘가요,상대가 확신이 들도록 말해보세요.
0,썸에서 연인될 수 있을까,썸 타다가 연인 되는 게 일반적이죠.
0,썸에서 자꾸 끝나요,용기내서 먼저 다가가 보세요.
0,썸은 꼭 타야 해?,꼭 그렇진 않아요. 그렇지만 사귀기 전 마음을 확인하는게 필요하지 않을까요?
0,썸은 어떻게 타는거야,연락도 하고 직접 만나보세요.
0,썸은 얼마나 타,짧으면 짧을 수록 좋죠.
0,썸은 연락만?,연락도 하고 직접 만나는게 좋습니다.
0,썸은 왜 타?,사귀기 전에 마음을 확인하는 단계라서 그렇지 않을까요?
0,썸은 좋았는데 연애는 별로,시작하기 전 두근거림을 좋아하나 봅니다.
0,썸은 좋은데 사귀긴 싫어,연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
0,썸을 오래 탔는데 사귀어도 괜찮은 사람일까?,오래 봤으면 더 잘 알 거 같습니다.
0,썸을 오래 탔는데 사귀어도 되는 거야?,최대한 빨리 사귀는 게 좋을 거 같아요.
0,썸의 기준이 뭐야,둘 중 누구든 고백하면 사귀게 되는 게 썸이죠.
0,썸의 조건이 뭐야,"자주 연락하고 가만히 있어도 생각나는, 연락하면 괜히 웃음나는 사이 아닐까요?"
0,썸이 날 싫어하는 꿈을 꿨어.,꿈은 현실의 반대래요.
0,썸이 너무 긴듯,썸을 길게 타서 좋을 건 없어요.
0,썸이 너무 길어,썸이 맞는지 확인해보세요.
0,썸이 딱 좋은 것 같아. 연애 싫음.,연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
0,썸이 뭐야,사귀기 전 단계지요.
0,썸이 뭐임,"자주 연락하고 가만히 있어도 생각나는, 연락하면 괜히 웃음나는 사이 아닐까요?"
0,썸이 왜 깨졌는지 모르겠어,밀당일 수도 있을 듯합니다.
0,썸이 좋아,사귈락말락 할 때가 좋지요.
0,썸이랑 친구 사이,"썸의 목적은 연애, 친구의 목적은 우정입니다."
0,썸이었으면 좋겠다,다이렉트로 직접 물어보세요.
0,썸이었으면 좋겠어,짝사랑인지 생각해보세요.
0,썸이었으면 좋겠어,호감을 표현해보는 것도 좋을 것 같아요.
0,썸인 거 같은데 연락 안 하면,밀당일 수도 있고 혼자만 썸일 수도 있겠어요.
0,썸인 거 같은데 연락이 안돼,연락이 안되면 썸이 아닐지도 모르겠네요.
0,썸인가,사귀기 전에 감정을 갖고 서로 알아가는 단계라면 썸일 거예요.
0,썸인가 아닌가,한방향인지 양방향인지 살펴보세요.
0,썸인가? 애매한 거 싫어.,직접적이든 간접적이든 의사를 확실히 밝혀보세요.
0,썸인가요,떠보는 것도 좋을 거 같아요.
0,썸인데 나 솔로야?,사귀기 전이면 솔로죠.
0,썸인데 떠보는 거 같아요,돌직구를 날릴 차례인 것 같습니다.
0,썸인데 선물해도 돼?,부담스럽지 않은 선이 좋겠어요.
0,썸인데 스킨십 어디까지 괜찮아?,사람마다 다르겠지만 사귀고 난 후가 좋겠어요.
0,썸인데 스킨십 해도 돼?,사람마다 다르겠지만 사귀고 난 후가 좋겠어요.
0,썸인데 싸늘해,고백할 타이밍이 너무 늦지 않았는지 생각해보세요.
0,썸인데 어디 가는게 좋음?,일단 분위기 좋은 카페를 가는 건 어떨까요?
0,썸인데 연락이 너무 늦어,저처럼 연락 늦는 사람도 있어요.
0,썸인데 영화보재 뭐 보지?,공포영화나 액션은 어떨까요? 스킨십으로 이어질 수도 있어요.
0,썸인데 자꾸 외롭다고 해,계속 이야기 하면 사귀자는 거 돌려 말하는 걸 수도 있어요.
0,썸인데 행동은 커플,확실히 대화를 나눠보세요.
0,썸인지 쌈인지,연락 빈도랑 언제 연락오는지 확인해보세요.
0,썸인지 아닌지,연락을 이어가면서 알아보셔요.
0,썸인지 아닌지 알 수 있나,연락하는 패턴으로 가늠해보세요.
0,썸인지 아닌지 확신이 안들어,그분이 다른 사람과 함께 있는 상황을 생각해봐요. 느낌이 올 거예요.
0,썸인지 아닌지 확인하는 방법 있어?,주말 저녁에 약속을 잡아보세요.
0,썸인지 알려면,어느 정도 시간과 연락과 관심이 필요하겠네요.
0,썸인지 애매모호해,직접적이든 간접적이든 의사를 확실히 밝혀보세요.
0,썸인지 어장인지,호감을 표현해보는 것도 좋을 것아요.
0,썸인지 착각인지,얼마나 연락이 오는지 확인해보세요.
0,썸인지 헷갈려,보통 썸이나 사랑은 헷갈리게 안 해요.
0,썸인지 확인하는 방법 있나,연락할 때 말투 자체가 다르죠.
0,썸일 때 다른 사람 만나면,상대방을 헷갈리게 하는건 좋지 않아요.
0,썸일 때도 스킨십 하고 싶어?,자연스러운 현상이에요.
0,썸일 때도 질투함?,질투에는 시기가 없어요.
0,썸일까?,말씀해보세요.
0,썸타고 싶어요,먼저 다가가세요.
0,썸타고 있는데 먼저 연락해도 되는 부분?,연락해보세요.
0,썸타고 있는데 소개팅 나가도 될까요?,사귀고 있지 않으면 나가도 괜찮아요.
0,썸타고 있어요,연애로 이어지길 바랄게요.
0,썸타는 사람이 나한테 관심 없는 것 같아.,만남에 무슨 문제가 있었나요?
0,썸타는 사람이 많은 거 같은데,어장은 포기하는 게 깔끔합니다.
0,썸타는 사람이 플라토닉 사랑을 이해해줄까?,각자의 가치관은 존중되어야 해요.
0,썸타는 애랑 노래방 가는데,듀엣곡 연습하고 가세요.
0,썸타는 애랑 잘되는 팁 좀,공통 관심사를 많이 만들어보세요.
0,썸타는 중인데 계속 먼저 연락해도 됨?,부담스럽지 않은 선이 좋겠어요.
0,썸타는데 갠톡 안하면,개인톡으로 답변을 안 하면 썸 타는 게 아닐 가능성이 높습니다.
0,썸타는데 돈 필요하대,썸 관계에서 돈 관계는 피하는 게 좋을 듯 하네요.
0,썸타다 끝났나,지금 연락해보세요.
0,썸타다 지침,질질 끄는 게 서로한테 안 좋아요.
0,썸타다가 갑자기 연락이 없어,이유가 있을 것 같아요.
0,썸타던 여자가 갑자기 돌아섰어,확신을 주지 못한 건 아닌지 생각해보세요.
0,썸탈때 여자가 먼저 연락하면 안돼?,여자 남자가 어딨나요.
0,썸탈때 카톡,많이하면 좋지요.
0,씨씨인데 몰래 만나고 있는데 공개 연애 하자고 할까?,몰래 만날 수 있는 만큼 몰래 만나보세요.
0,씨씨인데 몰래 만나고 있는데 공개 연애 하자고 할까?,상대의 의견도 물어보세요.
0,씻어도 냄새나는 거 같애,"바디워시, 바디로션, 섬유유연제, 향수 등을 사용해보세요."
0,아기 생겼어,축하드려요.
0,아기 좋아하는 남자 어때?,마음이 따뜻할 것 같아요.
0,아기 좋아하는 남자 어때?,착할 거 같아요.
0,아기 좋아하는 여자 어때?,마음이 따뜻할 것 같아요.
0,아기 좋아하는 여자 어때?,착할 거 같아요.
0,아낌없이 퍼주는 스타일. 호구인걸까?,감정에 솔직한거죠.
0,아내한테 만족해?,그 중에 낫다 생각하고 사는 거죠.
0,아름다운 이별은 없겠지,사랑한 후에 좋은 추억이 남을 거예요.
0,아름답게 잊혀지길,저도 바랄게요.
0,아마 평생 모르겠지.,평생 모르고 사는 게 참 많죠.
0,아무리 눈치 없어도 좋아하는 티 내면 알아채나요?,사람 마다 다를 거예요.
0,아무리 바빠도 연락을 해야하는 거 아냐?,적어도 미리 양해를 구하는게 좋지요.
0,아무리 지쳐도 집에 가면 있는 내편,든든하겠어요.
0,아직 마음을 모르겠는데 고백해도 돼?,확실한 생각이 들 때 하세요.
0,아직 사귀지도 않는데 의심을 해.,너무 섣부르다고 타일러보세요.
0,아직 좋아하는데 헤어지자고 하는 경우 있어?,간혹 있더라고요.
0,아직도 사랑하는 거 같아,항상 사랑했던 걸 수도 있어요.
0,아직도 좋아하는 사람이 있는데.,많이 힘들겠어요.
0,아침 등교할때 버스정류장에서 항상 마주치는 짝녀에게 말 걸어보고싶어.,용기있는 자만이 미녀를 얻습니다.
0,안 좋아하는 법 좀 알려줘.,참 어려운 질문이네요.
0,안 좋아하는데 계속 만나는 거 가능?,사귀는 건 힘들어요.
0,안경 쓰는 남자애 좋아하는 남자 있어?,그런 건 중요하지 않아요.
0,안경 쓰는 여자애 좋아하는 남자 있어?,그런 건 중요하지 않아요.
0,알바하면서 썸 많이 타?,힘들 때 도와주면 정이 듭니다.
0,앞으로 짝남 안봐야지.,마음 단단히 잡긴 바랄게요.
0,애기 안 갖고 싶어,갖지 마세요.
0,애기 일찍 갖는 게 좋을까?,자신의 상황에서 최선의 선택을 하세요.
0,애니 좋아하는 남자 별로임?,상관없어요.
0,애니 좋아하는 사람 별로야?,개인의 취향일 뿐이에요.
0,애들이 썸 타냐고 물어봐,다른 사람들이 알 정도인가 봐요.
0,애매모호한 썸 그냥 끝낼까?,직접적으로 들이대보세요.
0,애매한 관계같아.,직접적이든 간접적이든 의사를 확실히 밝혀보세요.
